name,url,address,local,rating,reviews_count,stars,price,latitude,longitude,distance_to_local,source,date_updated,name_upper,rating_text,region_name,distance_to_shore,count_rooms,count_photo
Кемпинг Alan-Goa,https://ostrovok.ru/hotel/russia/turka/mid6550136/alan_goa_camping_/,"Турка, Турка",Турка,,0.0,0.0,6307.79,52.92776,108.210396,2400.0,Ostrovok,01.03.2023,КЕМПИНГ ALAN-GOA,,,,,
Байкальский ветер,https://ostrovok.ru/hotel/russia/olkhon/mid8660046/bajkalskij_veter/,"Ольхонский район, п. Шеда, Шида",Шида,,0.0,0.0,6006.7,53.361805,107.03621,38400.0,Ostrovok,01.03.2023,БАЙКАЛЬСКИЙ ВЕТЕР,,,,,
База Отдыха LakesideBaikal,https://ostrovok.ru/hotel/russia/olkhon/mid10014612/lakesidebaikal/,"поселок Харанцы, улица Баданская, д.1, Ольхон",Ольхон,,0.0,0.0,6307.79,53.22866,107.42504,12200.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА LAKESIDEBAIKAL,,,,,
House,https://ostrovok.ru/hotel/russia/utulik/mid8138034/ershovsky_guest_house/,"Ershovsky Microrayon 30/4, Иркутск, Иркутская обл., Russia, 664056, Иркутск",Иркутск,,0.0,4.0,11425.04,51.537933,104.05975,8100.0,Ostrovok,01.03.2023,HOUSE,,,,,
Апартаменты на Ленина,https://ostrovok.ru/hotel/russia/kabansk/mid8126835/apartment_na_lenina_/,"Улица Ленина 18, Кабанск",Кабанск,,0.0,0.0,3921.83,52.049522,106.65186,365.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ НА ЛЕНИНА,,,,,
Гостевой Дом Нор-Бо,https://ostrovok.ru/hotel/russia/novyy_enkheluk/mid8684897/norbo_guest_house/,"улица Лесная, д. 2/1, Новый Энхалук",Новый Энхалук,,0.0,0.0,4305.98,52.574444,107.14613,15300.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ НОР-БО,,,,,
Baikal Traveler,https://ostrovok.ru/hotel/russia/novyy_enkheluk/mid8697059/baikal_traveler/,"Днт Исток Участок, Новый Энхалук",Новый Энхалук,,0.0,0.0,4305.98,52.396187,106.890526,11400.0,Ostrovok,01.03.2023,BAIKAL TRAVELER,,,,,
Khada Dalai,https://ostrovok.ru/hotel/russia/maksimikha/mid10264417/khada_dalai/,"Molodezhnaya 26 Maksimikha 671260, Максимиха",Максимиха,,0.0,0.0,9859.0,53.2672,108.741,353.0,Ostrovok,01.03.2023,KHADA DALAI,,,,,
Usadba Tutay,https://ostrovok.ru/hotel/russia/olkhon/mid6754809/usadba_tutay/,"Tutaiskiy zaliv, Сахюрта",Сахюрта,,0.0,0.0,4138.48,52.990795,106.895744,3000.0,Ostrovok,01.03.2023,USADBA TUTAY,,,,,
Camping Tortuga,https://ostrovok.ru/hotel/russia/olkhon/mid6757760/camping_tortuga/,"Tutaisky Zaliv, Olkhon, Сахюрта",Сахюрта,,0.0,0.0,6307.79,53.005363,106.89307,1500.0,Ostrovok,01.03.2023,CAMPING TORTUGA,,,,,
Guest House in Dulan,https://ostrovok.ru/hotel/russia/novyy_enkheluk/mid8731317/guest_house_in_dulan/,"ул.Центральная,150, Новый Энхалук",Новый Энхалук,,0.0,0.0,4305.98,52.35358,106.94675,14700.0,Ostrovok,01.03.2023,GUEST HOUSE IN DULAN,,,,,
Altan Khada Guest House,https://ostrovok.ru/hotel/russia/olkhon/mid6757786/altan_khada_guest_house/,"Tutaiskiy Zaliv, Olkhon, Ольхон",Ольхон,,0.0,0.0,4305.98,52.993748,106.892845,32500.0,Ostrovok,01.03.2023,ALTAN KHADA GUEST HOUSE,,,,,
Guesthouse Baykal Lux Aeterna,https://ostrovok.ru/hotel/russia/sakhyurta/mid9692360/guesthouse_baykal_lux_aeterna/,"Bazarskaya 18, 666135 Sakhyurta, Russia, Сахюрта",Сахюрта,,0.0,0.0,10158.0,53.02301,106.86948,1100.0,Ostrovok,01.03.2023,GUESTHOUSE BAYKAL LUX AETERNA,,,,,
Курорт Два Бегемота,https://ostrovok.ru/hotel/russia/sakhyurta/mid7865325/dva_begemota_resort/,"Базарная Губа, Сахюрта",Сахюрта,6.0,7.0,2.0,10753.78,53.02306,106.86873,1200.0,Ostrovok,01.03.2023,КУРОРТ ДВА БЕГЕМОТА,ХОРОШО,,,,
Krugobaykalskaya Holiday Park,https://ostrovok.ru/hotel/russia/listvyanka/mid10279304/krugobaykalskaya_holiday_park_2/,"Gornaya Street 33 Baykal 665921, Листвянка",Листвянка,,0.0,0.0,5763.1,51.876957,104.798325,4800.0,Ostrovok,01.03.2023,KRUGOBAYKALSKAYA HOLIDAY PARK,,,,,
Zhemchuzhina Baikala,https://ostrovok.ru/hotel/russia/bol'shoye_goloustnoye/mid6657863/zhemchuzhina_baikala/,"pad' Ushkan'ya, 664001 Bol'shoye Goloustnoye, Russia, Большое Голоустное",Большое Голоустное,,0.0,0.0,3921.83,51.987434,105.315346,8400.0,Ostrovok,01.03.2023,ZHEMCHUZHINA BAIKALA,,,,,
Вилла Baikal Prestige,https://ostrovok.ru/hotel/russia/kurkut/mid8851795/villa_baikal_prestige/,"Ольхонский район, бухта Мандархан, Куркут",Куркут,,0.0,4.0,11748.11,53.038578,106.82852,1000.0,Ostrovok,01.03.2023,ВИЛЛА BAIKAL PRESTIGE,,,,,
Villa Baikal Story,https://ostrovok.ru/hotel/russia/listvyanka/mid7015012/villa_baikal_story/,"Ulitsa Kulikova, 98G, Листвянка",Листвянка,,0.0,0.0,11748.11,51.863914,104.86635,872.0,Ostrovok,01.03.2023,VILLA BAIKAL STORY,,,,,
Хостел «Ласточка»,https://ostrovok.ru/hotel/russia/sakhyurta/mid8874272/lastochka_10/,"ул. 30 лет Победы, 6, Сахюрта",Сахюрта,,0.0,3.0,4305.98,52.80143,106.40079,40300.0,Ostrovok,01.03.2023,ХОСТЕЛ «ЛАСТОЧКА»,,,,,
Baikal View,https://ostrovok.ru/hotel/russia/listvyanka/mid6919490/nezamerzayushiy_baikal/,"Октябрьской д.3, 113456 Listvyanka, Russia, Листвянка",Листвянка,,0.0,0.0,8185.9,51.88594,104.83078,3800.0,Ostrovok,01.03.2023,BAIKAL VIEW,,,,,
Байкал-Майами,https://ostrovok.ru/hotel/russia/sakhyurta/mid6780753/baikalmiami/,"Переулок Степной 3, Сахюрта",Сахюрта,5.0,13.0,0.0,10158.0,53.01358,106.87995,448.0,Ostrovok,01.03.2023,БАЙКАЛ-МАЙАМИ,НОРМАЛЬНО,,,,
База Отдыха Байкал Трек,https://ostrovok.ru/hotel/russia/olkhon/mid6781863/baikaltrek/,"мыс Куркут, Ольхон",Ольхон,,0.0,0.0,4138.48,53.02116,106.916115,29700.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА БАЙКАЛ ТРЕК,,,,,
Turbaza Baikal Lider,https://ostrovok.ru/hotel/russia/maksimikha/mid6396461/turbaza_baikal_lider/,"Barguzinskaya St., 1 B, Maksimikha 671622 Russia, Maksimikha, Максимиха",Максимиха,7.0,3.0,0.0,9859.0,53.272472,108.75901,1200.0,Ostrovok,01.03.2023,TURBAZA BAIKAL LIDER,ОЧЕНЬ ХОРОШО,,,,
Petrovich Hotel	,https://ostrovok.ru/hotel/russia/severobaykalsk/mid8880092/turisticheskaya_zaimka_petrovich/,"Baikal'skiy raion , Северобайкальск",Северобайкальск,,0.0,0.0,3235.0,55.356567,109.82052,43600.0,Ostrovok,01.03.2023,PETROVICH HOTEL	,,,,,
Dalay,https://ostrovok.ru/hotel/russia/maksimikha/mid6915796/dalay/,"Shkolnaya Ulitsa 5а, Максимиха",Максимиха,,0.0,0.0,9859.0,53.268673,108.753685,640.0,Ostrovok,01.03.2023,DALAY,,,,,
Cottage Baikalskaya Podkova,https://ostrovok.ru/hotel/russia/bol'shoye_goloustnoye/mid6376268/cottage_baikalskaya_podkova/,"Улица Харануты 5, Большое Голоустное",Большое Голоустное,,0.0,2.0,11425.04,52.039104,105.41258,350.0,Ostrovok,01.03.2023,COTTAGE BAIKALSKAYA PODKOVA,,,,,
Yurt camping,https://ostrovok.ru/hotel/russia/baykal_sludyanka_neighborhood/mid6877034/yurt_camping/,"Слюдянский район п. Буравщина ул.Буравщинская, 19, Слюдянка",Слюдянка,,0.0,0.0,6307.79,51.619816,103.81125,7500.0,Ostrovok,01.03.2023,YURT CAMPING,,,,,
Отель Кругобайкальский,https://ostrovok.ru/hotel/russia/burduguz/mid6377090/guest_house_paradis/,"Улица Байкальская 11А, Бурдугуз",Бурдугуз,,0.0,2.0,11425.04,51.874626,104.79197,23600.0,Ostrovok,01.03.2023,ОТЕЛЬ КРУГОБАЙКАЛЬСКИЙ,,,,,
Гостевой дом Имидж Байкал,https://ostrovok.ru/hotel/russia/goryachinsk/mid7298588/imidzh_baykal/,"улица Некрасова, д.5, Горячинск",Горячинск,8.3,1.0,0.0,2380.64,52.981876,108.29433,425.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ИМИДЖ БАЙКАЛ,ОТЛИЧНО,,,,
Guesthouse Baykal Lux Aeterna,https://ostrovok.ru/hotel/russia/sakhyurta/mid8880589/bajkal_lux_aeterna_guest_house/,"18 Bazarskaya, Сахюрта",Сахюрта,6.9,2.0,0.0,10158.0,53.02301,106.86947,1100.0,Ostrovok,01.03.2023,GUESTHOUSE BAYKAL LUX AETERNA,ХОРОШО,,,,
Шале Листвянка,https://ostrovok.ru/hotel/russia/listvyanka/mid7776606/listvyanka_chalet/,"Улица Гудина 75, Листвянка",Листвянка,8.8,128.0,2.0,4588.95,51.85079,104.88225,1600.0,Ostrovok,01.03.2023,ШАЛЕ ЛИСТВЯНКА,ОТЛИЧНО,,,,
Guest House Bodriy Medved,https://ostrovok.ru/hotel/russia/listvyanka/mid6777818/guest_house_bodriy_medved/,"Ulitsa Gudina, 43, Листвянка",Листвянка,9.0,2.0,0.0,6801.37,51.847736,104.879234,1600.0,Ostrovok,01.03.2023,GUEST HOUSE BODRIY MEDVED,ВЕЛИКОЛЕПНО,,,,
Гостевой дом Эльдорадо,https://ostrovok.ru/hotel/russia/sakhyurta/mid10006713/eldorado_guest_house/,"улица Ольхонская, д.30, Сахюрта",Сахюрта,9.8,5.0,0.0,6971.06,53.022217,106.8736,862.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ЭЛЬДОРАДО,ВЕЛИКОЛЕПНО,,,,
Апартаменты в Центре на Гудина,https://ostrovok.ru/hotel/russia/listvyanka/mid10364652/v_tsentre_na_gudina_apartments/,"улица Гудина, д. 13, Листвянка",Листвянка,,0.0,0.0,4302.14,51.84633,104.87735,1600.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ В ЦЕНТРЕ НА ГУДИНА,,,,,
Загородный отель Байкальские Сезоны,https://101hotels.com/main/cities/nikola/otel_baykalskie_sezoni.html,"Иркутская обл., Иркутский р-н, п. Ангарские Хутора, д. 2",Никола,9.1,129.0,3.0,6510.0,51.90666,104.80556,1900.0,101Hotels,01.03.2023,ЗАГОРОДНЫЙ ОТЕЛЬ БАЙКАЛЬСКИЕ СЕЗОНЫ,ВЕЛИКОЛЕПНО,,40.0,21,158
Загородный комплекс Маяк,https://101hotels.com/main/cities/leestvyanka/majak.html,"Иркутская обл., Иркутский р-н, р.п. Листвянка, ул. Горького, д. 85а",Листвянка,9.1,470.0,4.0,4700.0,51.847351,104.873099,1100.0,101Hotels,01.03.2023,ЗАГОРОДНЫЙ КОМПЛЕКС МАЯК,ВЕЛИКОЛЕПНО,,14.0,97,63
База отдыха Чара,https://101hotels.com/main/cities/sarma/baza_otdiha_chara.html,"Иркутская обл., Ольхонский р-н, д. Сарма, местность Хужир-Нуге, д. 1",Сарма,9.3,32.0,2.0,580.0,53.07369,106.80373,3600.0,101Hotels,01.03.2023,БАЗА ОТДЫХА ЧАРА,ВЕЛИКОЛЕПНО,,579.0,71,53
База отдыха Заимка,https://101hotels.com/main/cities/suhaya/baza_otdiha_zaimka_2.html,"Бурятия, Кабанский р-н, с. Сухая",Сухая,10.0,1.0,0.0,4300.0,52.52479777687021,107.066,3900.0,101Hotels,01.03.2023,БАЗА ОТДЫХА ЗАИМКА,ВЕЛИКОЛЕПНО,,568.0,4,68
База отдыха Ирбис,https://101hotels.com/main/cities/huzhir/irbis_hotel.html,"Иркутская обл., Ольхонский р-н, п. Хужир, ул. Солнечная, д. 17",Хужир,9.3,139.0,0.0,5000.0,53.1952751519831,107.3513,600.0,101Hotels,01.03.2023,БАЗА ОТДЫХА ИРБИС,ВЕЛИКОЛЕПНО,,27400.0,22,11
База отдыха Берег Надежды,https://101hotels.com/main/cities/huzhir/bereg_nadezhdi.html,"Иркутская обл., Ольхонский р-н, п. Хужир, ул. Нагорная, д. 8",Хужир,9.1,360.0,0.0,300.0,53.19444839190341,107.33,900.0,101Hotels,01.03.2023,БАЗА ОТДЫХА БЕРЕГ НАДЕЖДЫ,ВЕЛИКОЛЕПНО,,27400.0,12,35
База отдыха Lake House,https://101hotels.com/main/cities/gremyachinsk/baza_otdiha_lake_house.html,"Бурятия, Прибайкальский р-н, п. Ярцы, д. 1А",Гремячинск (Бурятия),,0.0,0.0,1500.0,52.87778723630651,108.138,13600.0,101Hotels,01.03.2023,БАЗА ОТДЫХА LAKE HOUSE,,,426.0,10,55
Baikal View Hotel,https://101hotels.com/main/cities/huzhir/baikal_view_hotel.html,"Иркутская обл., Ольхонский р-н, п. Хужир, ул. Российская, д. 17",Хужир,9.4,221.0,3.0,10340.0,53.17815559310065,107.307,2900.0,101Hotels,01.03.2023,BAIKAL VIEW HOTEL,ВЕЛИКОЛЕПНО,,25800.0,99,16
Загородный отель Байкальский край,https://101hotels.com/main/cities/leestvyanka/usadba_baykalskiy_kray.html,"Иркутская обл., Иркутский р-н, п. Листвянка, ул. Чапаева, д. 81г",Листвянка,9.6,73.0,0.0,6000.0,51.86039,104.87728,400.0,101Hotels,01.03.2023,ЗАГОРОДНЫЙ ОТЕЛЬ БАЙКАЛЬСКИЙ КРАЙ,ВЕЛИКОЛЕПНО,,971.0,5,82
База отдыха Два Бегемота,https://101hotels.com/main/cities/sahyurta/kurort_dva_begemota.html,"Иркутская обл., Ольхонский р-н, с. Сахюрта",Сахюрта,9.8,9.0,0.0,1600.0,53.02236500014619,106.86,1200.0,101Hotels,01.03.2023,БАЗА ОТДЫХА ДВА БЕГЕМОТА,ВЕЛИКОЛЕПНО,,3000.0,140,28
База отдыха Оазис,https://101hotels.com/main/cities/huzhir/inn_oasis.html,"Иркутская обл., Ольхонский р-н, п. Хужир, ул. Мира, д. 4а",Хужир,9.6,34.0,0.0,350.0,53.190677,107.334618,600.0,101Hotels,01.03.2023,БАЗА ОТДЫХА ОАЗИС,ВЕЛИКОЛЕПНО,,27000.0,20,22
Эко-отель Байкальское Шале,https://101hotels.com/main/cities/maksimiha/baykalskoe_shale.html,"Бурятия, Баргузинский р-н, с. Максимиха, ул. Счастливая, д. 1",Максимиха,10.0,15.0,4.0,9900.0,53.25936697885675,108.723,1200.0,101Hotels,01.03.2023,ЭКО-ОТЕЛЬ БАЙКАЛЬСКОЕ ШАЛЕ,ВЕЛИКОЛЕПНО,,40800.0,10,9
База отдыха Усадьба Копылова Ольхон,https://101hotels.com/main/cities/huzhir/usadba_kopilova_olhon.html,"Иркутская обл., Ольхонский р-н, п. Хужир, ул. Лесная, д. 26",Хужир,9.3,6.0,0.0,6000.0,53.19112377480428,107.34,300.0,101Hotels,01.03.2023,БАЗА ОТДЫХА УСАДЬБА КОПЫЛОВА ОЛЬХОН,ВЕЛИКОЛЕПНО,,27000.0,32,10
Эко-отель Сосны Байкала,https://101hotels.com/main/cities/goryachinsk/mini-otel_sosni_baykala.html,"Бурятия, Прибайкальский р-н, с. Горячинск, ул. Придорожная, д. 18",Горячинск,9.4,7.0,0.0,,52.97712778770291,108.291,1100.0,101Hotels,01.03.2023,ЭКО-ОТЕЛЬ СОСНЫ БАЙКАЛА,ВЕЛИКОЛЕПНО,,992.0,16,69
База отдыха Турбаза Байкал,https://101hotels.com/main/cities/utulik/baza_otdiha_turbaza_baykal.html,"Иркутская обл., Слюдянский р-н, п. Утулик",Утулик,,0.0,0.0,,51.55044393017633,104.038,1500.0,101Hotels,01.03.2023,БАЗА ОТДЫХА ТУРБАЗА БАЙКАЛ,,,358.0,15,18
Туристский комплекс Парк Сагаан Морин,https://101hotels.com/main/cities/suhaya/baza_otdiha_sagaan_morin.html,"Бурятия, Кабанский р-н, с. Сухая, ул. Байкальская, д. 101",Сухая,,0.0,3.0,3900.0,52.55351260164878,107.126,1300.0,101Hotels,01.03.2023,ТУРИСТСКИЙ КОМПЛЕКС ПАРК САГААН МОРИН,,,671.0,114,83
Загородный клуб Снежные Гуси,https://101hotels.com/main/cities/vidrino/gostevoy_dom_snezhnie_gusi.html,"Иркутская обл., Слюдянский р-н, п. Новоснежная, ул. Трактовая, д. 33А",Выдрино,,0.0,0.0,7500.0,51.472307,104.625748,1700.0,101Hotels,01.03.2023,ЗАГОРОДНЫЙ КЛУБ СНЕЖНЫЕ ГУСИ,,,196.0,6,11
База отдыха Станица,https://101hotels.com/main/cities/bolshoe_goloustnoe/baza_otdykha_stanitsa.html,"Большое Голоустное, ул. Пименова, д. 1",Большое Голоустное,9.3,73.0,0.0,3400.0,52.039108574445656,105.41,100.0,101Hotels,01.03.2023,БАЗА ОТДЫХА СТАНИЦА,ВЕЛИКОЛЕПНО,,1300.0,10,93
База отдыха Фактория,https://101hotels.com/main/cities/bolshoe_goloustnoe/baza_otdiha_faktoriya.html,"Большое Голоустное, ул. Пименова, д. 5",Большое Голоустное,9.1,50.0,0.0,1500.0,52.04367347572023,105.435,1900.0,101Hotels,01.03.2023,БАЗА ОТДЫХА ФАКТОРИЯ,ВЕЛИКОЛЕПНО,,1100.0,11,37
Кемпинг Русское Подворье,https://101hotels.com/main/cities/bolshoe_goloustnoe/kemping_russkoe_podvore.html,"Большое Голоустное, Улица Кирова 2Б",Большое Голоустное,9.3,40.0,0.0,1600.0,52.04336,105.40833,500.0,101Hotels,01.03.2023,КЕМПИНГ РУССКОЕ ПОДВОРЬЕ,ВЕЛИКОЛЕПНО,,1800.0,13,77
Турбаза Сарминская,https://101hotels.com/main/cities/sarma/turbaza_sarminskaya.html,Сарма,Сарма,8.9,60.0,0.0,1200.0,53.07617,106.81133,3100.0,101Hotels,01.03.2023,ТУРБАЗА САРМИНСКАЯ,ОТЛИЧНО,,14.0,80,127
База отдыха Кругобайкальская,https://101hotels.com/main/cities/baykal/baza_otdiha_krugobaykalskaya.html,"Байкал, ул. Горная, д. 33",Байкал,9.3,4.0,3.0,2200.0,51.87696,104.79833,800.0,101Hotels,01.03.2023,БАЗА ОТДЫХА КРУГОБАЙКАЛЬСКАЯ,ВЕЛИКОЛЕПНО,,411.0,20,48
Кемпинг Юрта,https://101hotels.com/main/cities/slyudyanka/yurt_camping.html,"Слюдянка, Слюдянский район п. Буравщина ул.Буравщинская, 19",Слюдянка,9.6,72.0,0.0,1200.0,51.61982,103.81125,8800.0,101Hotels,01.03.2023,КЕМПИНГ ЮРТА,ВЕЛИКОЛЕПНО,,643.0,3,30
Усадьба Валентины,https://101hotels.com/main/cities/huzhir/usadba_valentinu.html,"Хужир, ул. Совхозная, д. 4",Хужир,9.6,14.0,0.0,2700.0,53.193366602620586,107.35,500.0,101Hotels,01.03.2023,УСАДЬБА ВАЛЕНТИНЫ,ВЕЛИКОЛЕПНО,,1300.0,9,11
База отдыха Как Дома,https://101hotels.com/main/cities/huzhir/baza_otdiha_kak_doma.html,"Хужир, ул. Солнечная, д. 3",Хужир,9.6,21.0,0.0,3100.0,53.19525505094113,107.348,400.0,101Hotels,01.03.2023,БАЗА ОТДЫХА КАК ДОМА,ВЕЛИКОЛЕПНО,,812.0,11,112
База отдыха Солнечная,https://101hotels.com/main/cities/huzhir/baza_otdiha_solnechnaya.html,"Хужир, ул. Солнечная, д. 14",Хужир,9.1,140.0,0.0,1900.0,53.19679108026805,107.35,600.0,101Hotels,01.03.2023,БАЗА ОТДЫХА СОЛНЕЧНАЯ,ВЕЛИКОЛЕПНО,,826.0,40,16
База отдыха Алдартай,https://101hotels.com/main/cities/huzhir/aldartay_otel.html,"Хужир, ул. Байкальская, д. 59/1",Хужир,8.7,86.0,0.0,5100.0,53.1940859,107.3520782,600.0,101Hotels,01.03.2023,БАЗА ОТДЫХА АЛДАРТАЙ,ОТЛИЧНО,,1400.0,30,27
База отдыха Караванка,https://101hotels.com/main/cities/huzhir/baza_otdiha_karavanka.html,"Хужир, ул. Береговая, д. 16",Хужир,9.1,48.0,0.0,5000.0,53.1844113038855,107.3194,1900.0,101Hotels,01.03.2023,БАЗА ОТДЫХА КАРАВАНКА,ВЕЛИКОЛЕПНО,,445.0,16,49
Туристический комплекс СаРайский,https://101hotels.com/main/cities/huzhir/turisticheskiy_kompleks_sarayskiy.html,"Хужир, Улица Сарайская, 5",Хужир,9.1,19.0,0.0,6100.0,53.20239,107.35335,1200.0,101Hotels,01.03.2023,ТУРИСТИЧЕСКИЙ КОМПЛЕКС САРАЙСКИЙ,ВЕЛИКОЛЕПНО,,244.0,14,38
База отдыха Звезда,https://101hotels.com/main/cities/shida/inn_zvezda.html,Шида,Шида,8.7,8.0,0.0,,53.074066,106.81015,2700.0,101Hotels,01.03.2023,БАЗА ОТДЫХА ЗВЕЗДА,ОТЛИЧНО,,784.0,31,39
Усадьба Ново-Снежка,https://101hotels.com/main/cities/vidrino/usadba_novo-snezhka.html,"Выдрино, ул. Трактовая, д. 37",Выдрино,9.6,24.0,0.0,7000.0,51.4752688356768,104.6217,2100.0,101Hotels,01.03.2023,УСАДЬБА НОВО-СНЕЖКА,ВЕЛИКОЛЕПНО,,644.0,20,162
Турбаза Тойнак,https://101hotels.com/main/cities/sarma/turbaza_toynak.html,"Сарма, Ольхонский район, местность Хужир-Нугэ,",Сарма,8.5,14.0,0.0,3000.0,53.08818,106.81101,2000.0,101Hotels,01.03.2023,ТУРБАЗА ТОЙНАК,ОТЛИЧНО,,188.0,12,28
Усадьба Копылова,https://101hotels.com/main/cities/huzhir/usadba_kopilova.html,"Хужир, ул. Лесная",Хужир,9.3,3.0,0.0,1800.0,53.1910902,107.3478408,400.0,101Hotels,01.03.2023,УСАДЬБА КОПЫЛОВА,ВЕЛИКОЛЕПНО,,1200.0,32,22
База отдыха Пирс,https://101hotels.com/main/cities/kurma/baza_otdiha_pirs.html,Курма,Курма,9.3,5.0,0.0,2160.0,53.17106,106.95111,1400.0,101Hotels,01.03.2023,БАЗА ОТДЫХА ПИРС,ВЕЛИКОЛЕПНО,,543.0,23,36
